,x,y,z,,,
1721,92509.62097,438201.7601,19.2,0,0,0
1722,92509.62097,438201.7601,12.8,0,0,0
1723,92509.62097,438201.7601,6.4,0,0,0
1724,92398.30325,438286.7564,3.2,0,0,0
1725,92401.41184,438284.2391,6.4,0,0,0
1726,92407.62901,438279.2045,6.4,0,0,0
1727,92410.73759,438276.6872,3.2,0,0,0
1728,92488.45219,438213.7552,60.8,0,0,0
1729,92488.45219,438213.7552,19.2,0,0,0
1730,92491.56077,438211.2379,41.6,0,0,0
1731,92491.56077,438211.2379,28.8,0,0,0
1732,92491.56077,438211.2379,12.8,0,0,0
1733,92494.66935,438208.7206,16,0,0,0
1734,92497.77794,438206.2033,32,0,0,0
1735,92497.77794,438206.2033,22.4,0,0,0
1736,92497.77794,438206.2033,12.8,0,0,0
1737,92497.77794,438206.2033,6.4,0,0,0
1738,92500.88652,438203.6861,22.4,0,0,0
1739,92500.88652,438203.6861,9.6,0,0,0
1740,92503.99511,438201.1688,48,0,0,0
1741,92503.99511,438201.1688,28.8,0,0,0
1742,92507.10369,438198.6515,57.6,0,0,0
1743,92507.10369,438198.6515,38.4,0,0,0
1744,92392.67739,438286.1651,12.8,0,0,0
1745,92392.67739,438286.1651,9.6,0,0,0
1746,92392.67739,438286.1651,3.2,0,0,0
1747,92395.78597,438283.6478,3.2,0,0,0
1748,92395.78597,438283.6478,-1.24E-11,0,0,0
1749,92398.89456,438281.1305,9.6,0,0,0
1750,92402.00314,438278.6132,12.8,0,0,0
1751,92402.00314,438278.6132,6.4,0,0,0
1752,92485.9349,438210.6466,64,0,0,0
1753,92485.9349,438210.6466,38.4,0,0,0
1754,92485.9349,438210.6466,19.2,0,0,0
1755,92485.9349,438210.6466,9.6,0,0,0
1756,92485.9349,438210.6466,3.2,0,0,0
1757,92489.04349,438208.1293,54.4,0,0,0
1758,92489.04349,438208.1293,38.4,0,0,0
1759,92492.15207,438205.612,64,0,0,0
1760,92492.15207,438205.612,22.4,0,0,0
1761,92492.15207,438205.612,3.2,0,0,0
1762,92495.26066,438203.0948,28.8,0,0,0
1763,92495.26066,438203.0948,25.6,0,0,0
1764,92498.36924,438200.5775,54.4,0,0,0
1765,92498.36924,438200.5775,35.2,0,0,0
1766,92498.36924,438200.5775,28.8,0,0,0
1767,92498.36924,438200.5775,25.6,0,0,0
1768,92498.36924,438200.5775,16,0,0,0
1769,92498.36924,438200.5775,6.4,0,0,0
1770,92501.47782,438198.0602,25.6,0,0,0
1771,92501.47782,438198.0602,16,0,0,0
1772,92504.58641,438195.5429,6.4,0,0,0
1773,92504.58641,438195.5429,4.80E-12,0,0,0
1774,92393.26869,438280.5392,9.6,0,0,0
1775,92393.26869,438280.5392,6.4,0,0,0
1776,92393.26869,438280.5392,3.2,0,0,0
1777,92402.59444,438272.9873,16,0,0,0
1778,92405.70303,438270.4701,16,0,0,0
1779,92405.70303,438270.4701,-2.92E-12,0,0,0
1780,92483.41762,438207.538,48,0,0,0
1781,92486.52621,438205.0207,41.6,0,0,0
1782,92489.63479,438202.5035,16,0,0,0
1783,92492.74337,438199.9862,51.2,0,0,0
1784,92492.74337,438199.9862,22.4,0,0,0
1785,92492.74337,438199.9862,12.8,0,0,0
1786,92495.85196,438197.4689,70.4,0,0,0
1787,92495.85196,438197.4689,25.6,0,0,0
1788,92495.85196,438197.4689,-5.41E-13,0,0,0
1789,92498.96054,438194.9516,70.4,0,0,0
1790,92498.96054,438194.9516,64,0,0,0
1791,92498.96054,438194.9516,57.6,0,0,0
1792,92498.96054,438194.9516,3.2,0,0,0
1793,92498.96054,438194.9516,-3.94E-12,0,0,0
1794,92387.64283,438279.9479,4.14E-12,0,0,0
1795,92390.75141,438277.4306,9.6,0,0,0
1796,92393.85999,438274.9133,12.8,0,0,0
1797,92403.18575,438267.3615,9.67E-12,0,0,0
1798,92406.29433,438264.8442,6.4,0,0,0
1799,92409.40291,438262.3269,19.2,0,0,0
1800,92409.40291,438262.3269,9.6,0,0,0
1801,92418.72866,438254.7751,16,0,0,0
1802,92418.72866,438254.7751,12.8,0,0,0
1803,92418.72866,438254.7751,3.2,0,0,0
1804,92424.94583,438249.7405,19.2,0,0,0
1805,92424.94583,438249.7405,4.90E-12,0,0,0
1806,92428.05442,438247.2232,12.8,0,0,0
1807,92428.05442,438247.2232,3.2,0,0,0
1808,92431.163,438244.7059,25.6,0,0,0
1809,92431.163,438244.7059,12.8,0,0,0
1810,92431.163,438244.7059,9.6,0,0,0
1811,92431.163,438244.7059,3.2,0,0,0
1812,92434.27158,438242.1887,19.2,0,0,0
1813,92434.27158,438242.1887,3.2,0,0,0
1814,92437.38017,438239.6714,38.4,0,0,0
1815,92437.38017,438239.6714,22.4,0,0,0
1816,92437.38017,438239.6714,16,0,0,0
1817,92440.48875,438237.1541,25.6,0,0,0
1818,92440.48875,438237.1541,12.8,0,0,0
1819,92440.48875,438237.1541,-9.25E-12,0,0,0
1820,92443.59734,438234.6368,19.2,0,0,0
1821,92443.59734,438234.6368,1.96E-12,0,0,0
1822,92449.8145,438229.6023,16,0,0,0
1823,92449.8145,438229.6023,9.6,0,0,0
1824,92449.8145,438229.6023,-1.10E-12,0,0,0
1825,92452.92309,438227.085,25.6,0,0,0
1826,92456.03167,438224.5677,16,0,0,0
1827,92459.14025,438222.0504,32,0,0,0
1828,92459.14025,438222.0504,19.2,0,0,0
1829,92462.24884,438219.5331,28.8,0,0,0
1830,92462.24884,438219.5331,22.4,0,0,0
1831,92465.35742,438217.0158,22.4,0,0,0
1832,92465.35742,438217.0158,9.6,0,0,0
1833,92468.46601,438214.4986,16,0,0,0
1834,92471.57459,438211.9813,48,0,0,0
1835,92471.57459,438211.9813,44.8,0,0,0
1836,92471.57459,438211.9813,19.2,0,0,0
1837,92474.68317,438209.464,12.8,0,0,0
1838,92477.79176,438206.9467,54.4,0,0,0
1839,92477.79176,438206.9467,22.4,0,0,0
1840,92477.79176,438206.9467,9.6,0,0,0
1841,92480.90034,438204.4294,28.8,0,0,0
1842,92484.00893,438201.9122,25.6,0,0,0
1843,92484.00893,438201.9122,16,0,0,0
1844,92484.00893,438201.9122,-2.69E-12,0,0,0
1845,92487.11751,438199.3949,22.4,0,0,0
1846,92490.22609,438196.8776,28.8,0,0,0
1847,92490.22609,438196.8776,25.6,0,0,0
1848,92490.22609,438196.8776,12.8,0,0,0
1849,92490.22609,438196.8776,6.4,0,0,0
1850,92493.33468,438194.3603,60.8,0,0,0
1851,92493.33468,438194.3603,57.6,0,0,0
1852,92493.33468,438194.3603,41.6,0,0,0
1853,92493.33468,438194.3603,32,0,0,0
1854,92493.33468,438194.3603,6.4,0,0,0
1855,92496.44326,438191.843,19.2,0,0,0
1856,92499.55184,438189.3258,67.2,0,0,0
1857,92499.55184,438189.3258,3.2,0,0,0
1858,92499.55184,438189.3258,-1.64E-12,0,0,0
1859,92394.4513,438269.2875,1.09E-12,0,0,0
1860,92397.55988,438266.7702,6.4,0,0,0
1861,92397.55988,438266.7702,4.84E-12,0,0,0
1862,92400.66846,438264.2529,12.8,0,0,0
1863,92403.77705,438261.7356,12.8,0,0,0
1864,92409.99422,438256.7011,12.8,0,0,0
1865,92409.99422,438256.7011,6.4,0,0,0
1866,92409.99422,438256.7011,-6.94E-12,0,0,0
1867,92413.1028,438254.1838,12.8,0,0,0
1868,92413.1028,438254.1838,-1.28E-13,0,0,0
1869,92416.21138,438251.6665,19.2,0,0,0
1870,92416.21138,438251.6665,3.2,0,0,0
1871,92419.31997,438249.1492,16,0,0,0
1872,92419.31997,438249.1492,12.8,0,0,0
1873,92419.31997,438249.1492,3.2,0,0,0
1874,92419.31997,438249.1492,-2.39E-12,0,0,0
1875,92422.42855,438246.6319,16,0,0,0
1876,92422.42855,438246.6319,3.2,0,0,0
1877,92425.53713,438244.1146,19.2,0,0,0
1878,92425.53713,438244.1146,16,0,0,0
1879,92425.53713,438244.1146,3.2,0,0,0
1880,92428.64572,438241.5974,12.8,0,0,0
1881,92431.7543,438239.0801,1.57E-12,0,0,0
1882,92434.86289,438236.5628,25.6,0,0,0
1883,92434.86289,438236.5628,9.6,0,0,0
1884,92437.97147,438234.0455,32,0,0,0
1885,92437.97147,438234.0455,-3.58E-12,0,0,0
1886,92441.08005,438231.5282,19.2,0,0,0
1887,92441.08005,438231.5282,9.6,0,0,0
1888,92444.18864,438229.011,6.4,0,0,0
1889,92447.29722,438226.4937,28.8,0,0,0
1890,92447.29722,438226.4937,25.6,0,0,0
1891,92447.29722,438226.4937,22.4,0,0,0
1892,92447.29722,438226.4937,9.6,0,0,0
1893,92450.40581,438223.9764,28.8,0,0,0
1894,92453.51439,438221.4591,44.8,0,0,0
1895,92453.51439,438221.4591,9.6,0,0,0
1896,92456.62297,438218.9418,41.6,0,0,0
1897,92456.62297,438218.9418,12.8,0,0,0
1898,92459.73156,438216.4245,44.8,0,0,0
1899,92462.84014,438213.9073,32,0,0,0
1900,92462.84014,438213.9073,16,0,0,0
1901,92465.94872,438211.39,41.6,0,0,0
1902,92465.94872,438211.39,28.8,0,0,0
1903,92465.94872,438211.39,22.4,0,0,0
1904,92469.05731,438208.8727,51.2,0,0,0
1905,92469.05731,438208.8727,41.6,0,0,0
1906,92469.05731,438208.8727,16,0,0,0
1907,92475.27448,438203.8381,28.8,0,0,0
1908,92478.38306,438201.3209,51.2,0,0,0
1909,92478.38306,438201.3209,25.6,0,0,0
1910,92478.38306,438201.3209,12.8,0,0,0
1911,92481.49164,438198.8036,57.6,0,0,0
1912,92481.49164,438198.8036,48,0,0,0
1913,92481.49164,438198.8036,32,0,0,0
1914,92481.49164,438198.8036,12.8,0,0,0
1915,92481.49164,438198.8036,3.2,0,0,0
1916,92484.60023,438196.2863,54.4,0,0,0
1917,92484.60023,438196.2863,22.4,0,0,0
1918,92484.60023,438196.2863,16,0,0,0
1919,92484.60023,438196.2863,6.4,0,0,0
1920,92484.60023,438196.2863,3.2,0,0,0
1921,92484.60023,438196.2863,-1.14E-11,0,0,0
1922,92487.70881,438193.769,48,0,0,0
1923,92487.70881,438193.769,32,0,0,0
1924,92487.70881,438193.769,16,0,0,0
1925,92487.70881,438193.769,3.2,0,0,0
1926,92490.8174,438191.2517,57.6,0,0,0
1927,92490.8174,438191.2517,19.2,0,0,0
1928,92490.8174,438191.2517,4.28E-12,0,0,0
1929,92493.92598,438188.7344,67.2,0,0,0
1930,92493.92598,438188.7344,38.4,0,0,0
1931,92493.92598,438188.7344,35.2,0,0,0
1932,92493.92598,438188.7344,3.2,0,0,0
1933,92497.03456,438186.2172,67.2,0,0,0
1934,92497.03456,438186.2172,25.6,0,0,0
1935,92382.60826,438273.7307,6.4,0,0,0
1936,92385.71685,438271.2134,9.6,0,0,0
1937,92385.71685,438271.2134,6.4,0,0,0
1938,92388.82543,438268.6962,6.4,0,0,0
1939,92391.93401,438266.1789,9.6,0,0,0
1940,92395.0426,438263.6616,3.2,0,0,0
1941,92398.15118,438261.1443,16,0,0,0
1942,92401.25977,438258.627,7.30E-12,0,0,0
1943,92404.36835,438256.1097,6.4,0,0,0
1944,92407.47693,438253.5925,12.8,0,0,0
1945,92407.47693,438253.5925,6.4,0,0,0
1946,92410.58552,438251.0752,9.6,0,0,0
1947,92413.6941,438248.5579,-4.31E-12,0,0,0
1948,92419.91127,438243.5233,3.2,0,0,0
1949,92423.01985,438241.0061,9.6,0,0,0
1950,92426.12844,438238.4888,12.8,0,0,0
1951,92429.23702,438235.9715,32,0,0,0
1952,92429.23702,438235.9715,19.2,0,0,0
1953,92429.23702,438235.9715,16,0,0,0
1954,92432.3456,438233.4542,16,0,0,0
1955,92432.3456,438233.4542,12.8,0,0,0
1956,92432.3456,438233.4542,6.4,0,0,0
1957,92432.3456,438233.4542,3.2,0,0,0
1958,92432.3456,438233.4542,-6.01E-12,0,0,0
1959,92435.45419,438230.9369,28.8,0,0,0
1960,92435.45419,438230.9369,12.8,0,0,0
1961,92441.67136,438225.9024,51.2,0,0,0
1962,92441.67136,438225.9024,48,0,0,0
1963,92441.67136,438225.9024,35.2,0,0,0
1964,92441.67136,438225.9024,6.4,0,0,0
1965,92444.77994,438223.3851,25.6,0,0,0
1966,92444.77994,438223.3851,19.2,0,0,0
1967,92447.88852,438220.8678,35.2,0,0,0
1968,92447.88852,438220.8678,25.6,0,0,0
1969,92447.88852,438220.8678,16,0,0,0
1970,92447.88852,438220.8678,3.2,0,0,0
1971,92447.88852,438220.8678,-2.93E-12,0,0,0
1972,92450.99711,438218.3505,54.4,0,0,0
1973,92450.99711,438218.3505,16,0,0,0
1974,92454.10569,438215.8332,16,0,0,0
1975,92454.10569,438215.8332,12.8,0,0,0
1976,92457.21428,438213.316,32,0,0,0
1977,92457.21428,438213.316,12.8,0,0,0
1978,92460.32286,438210.7987,12.8,0,0,0
1979,92463.43144,438208.2814,51.2,0,0,0
1980,92463.43144,438208.2814,44.8,0,0,0
1981,92463.43144,438208.2814,9.6,0,0,0
1982,92466.54003,438205.7641,28.8,0,0,0
1983,92466.54003,438205.7641,19.2,0,0,0
1984,92469.64861,438203.2468,19.2,0,0,0
1985,92469.64861,438203.2468,16,0,0,0
1986,92472.75719,438200.7296,25.6,0,0,0
1987,92472.75719,438200.7296,19.2,0,0,0
1988,92475.86578,438198.2123,51.2,0,0,0
1989,92475.86578,438198.2123,25.6,0,0,0
1990,92475.86578,438198.2123,19.2,0,0,0
1991,92475.86578,438198.2123,16,0,0,0
1992,92478.97436,438195.695,54.4,0,0,0
1993,92478.97436,438195.695,35.2,0,0,0
1994,92478.97436,438195.695,28.8,0,0,0
1995,92482.08295,438193.1777,3.2,0,0,0
1996,92485.19153,438190.6604,54.4,0,0,0
1997,92488.30011,438188.1431,6.4,0,0,0
1998,92491.4087,438185.6259,28.8,0,0,0
1999,92494.51728,438183.1086,64,0,0,0
2000,92494.51728,438183.1086,51.2,0,0,0
2001,92494.51728,438183.1086,35.2,0,0,0
2002,92494.51728,438183.1086,9.6,0,0,0
2003,92383.19957,438268.1049,6.4,0,0,0
2004,92386.30815,438265.5876,12.8,0,0,0
2005,92389.41673,438263.0703,3.2,0,0,0
2006,92395.6339,438258.0357,16,0,0,0
2007,92398.74248,438255.5184,3.2,0,0,0
2008,92401.85107,438253.0012,16,0,0,0
2009,92404.95965,438250.4839,6.4,0,0,0
2010,92404.95965,438250.4839,3.2,0,0,0
2011,92404.95965,438250.4839,-1.03E-14,0,0,0
2012,92411.17682,438245.4493,22.4,0,0,0
2013,92414.2854,438242.932,16,0,0,0
2014,92414.2854,438242.932,9.6,0,0,0
2015,92417.39399,438240.4148,12.8,0,0,0
2016,92417.39399,438240.4148,3.2,0,0,0
2017,92417.39399,438240.4148,4.80E-13,0,0,0
2018,92420.50257,438237.8975,12.8,0,0,0
2019,92423.61116,438235.3802,6.4,0,0,0
2020,92429.82832,438230.3456,32,0,0,0
2021,92429.82832,438230.3456,9.6,0,0,0
2022,92436.04549,438225.3111,28.8,0,0,0
2023,92436.04549,438225.3111,6.4,0,0,0
2024,92439.15407,438222.7938,25.6,0,0,0
2025,92442.26266,438220.2765,35.2,0,0,0
2026,92442.26266,438220.2765,22.4,0,0,0
2027,92442.26266,438220.2765,6.4,0,0,0
2028,92448.47983,438215.2419,54.4,0,0,0
2029,92448.47983,438215.2419,28.8,0,0,0
2030,92448.47983,438215.2419,19.2,0,0,0
2031,92448.47983,438215.2419,16,0,0,0
2032,92448.47983,438215.2419,3.2,0,0,0
2033,92448.47983,438215.2419,2.21E-12,0,0,0
2034,92454.69699,438210.2074,25.6,0,0,0
2035,92454.69699,438210.2074,22.4,0,0,0
2036,92454.69699,438210.2074,9.6,0,0,0
2037,92460.91416,438205.1728,44.8,0,0,0
2038,92460.91416,438205.1728,32,0,0,0
2039,92460.91416,438205.1728,12.8,0,0,0
2040,92464.02275,438202.6555,28.8,0,0,0
2041,92467.13133,438200.1383,28.8,0,0,0
2042,92467.13133,438200.1383,22.4,0,0,0
2043,92470.23991,438197.621,57.6,0,0,0
2044,92470.23991,438197.621,44.8,0,0,0
2045,92470.23991,438197.621,16,0,0,0
2046,92473.3485,438195.1037,35.2,0,0,0
2047,92473.3485,438195.1037,12.8,0,0,0
2048,92476.45708,438192.5864,48,0,0,0
2049,92476.45708,438192.5864,44.8,0,0,0
2050,92476.45708,438192.5864,35.2,0,0,0
2051,92476.45708,438192.5864,25.6,0,0,0
2052,92476.45708,438192.5864,12.8,0,0,0
2053,92479.56566,438190.0691,51.2,0,0,0
2054,92479.56566,438190.0691,48,0,0,0
2055,92479.56566,438190.0691,19.2,0,0,0
2056,92482.67425,438187.5518,57.6,0,0,0
2057,92482.67425,438187.5518,38.4,0,0,0
2058,92482.67425,438187.5518,28.8,0,0,0
2059,92482.67425,438187.5518,22.4,0,0,0
2060,92482.67425,438187.5518,6.4,0,0,0
2061,92485.78283,438185.0346,67.2,0,0,0
2062,92485.78283,438185.0346,35.2,0,0,0
2063,92485.78283,438185.0346,28.8,0,0,0
2064,92485.78283,438185.0346,-1.04E-11,0,0,0
2065,92488.89142,438182.5173,64,0,0,0
2066,92488.89142,438182.5173,57.6,0,0,0
2067,92488.89142,438182.5173,19.2,0,0,0
2068,92492,438180,35.2,0,0,0
2069,92492,438180,22.4,0,0,0
2070,92492,438180,3.2,0,0,0
2071,92429.10194,438318.4335,9.6,0,0,0
2072,92432.21052,438315.9162,3.2,0,0,0
2073,92438.42769,438310.8817,3.2,0,0,0
2074,92516.14228,438247.9496,9.6,0,0,0
2075,92522.35945,438242.9151,19.2,0,0,0
2076,92522.35945,438242.9151,6.4,0,0,0
2077,92525.46804,438240.3978,12.8,0,0,0
2078,92525.46804,438240.3978,-2.45E-12,0,0,0
2079,92528.57662,438237.8805,12.8,0,0,0
2080,92534.79379,438232.8459,22.4,0,0,0
2081,92534.79379,438232.8459,19.2,0,0,0
2082,92423.47607,438317.8422,3.2,0,0,0
2083,92423.47607,438317.8422,-2.76E-12,0,0,0
2084,92426.58465,438315.3249,12.8,0,0,0
2085,92426.58465,438315.3249,6.98E-12,0,0,0
2086,92429.69324,438312.8076,6.4,0,0,0
2087,92435.91041,438307.7731,12.8,0,0,0
2088,92435.91041,438307.7731,3.2,0,0,0
2089,92516.73359,438242.3237,6.4,0,0,0
2090,92519.84217,438239.8065,3.2,0,0,0
2091,92526.05934,438234.7719,12.8,0,0,0
2092,92532.27651,438229.7373,-2.79E-13,0,0,0
2093,92417.85021,438317.2509,12.8,0,0,0
2094,92424.06737,438312.2163,16,0,0,0
2095,92424.06737,438312.2163,12.8,0,0,0
2096,92427.17596,438309.699,16,0,0,0
2097,92430.28454,438307.1818,12.8,0,0,0
2098,92430.28454,438307.1818,3.2,0,0,0
2099,92433.39312,438304.6645,12.8,0,0,0
2100,92511.10772,438241.7324,-7.42E-12,0,0,0
2101,92517.32489,438236.6979,3.2,0,0,0
2102,92520.43347,438234.1806,22.4,0,0,0
2103,92520.43347,438234.1806,9.6,0,0,0
2104,92523.54206,438231.6633,12.8,0,0,0
2105,92523.54206,438231.6633,9.6,0,0,0
2106,92526.65064,438229.146,9.6,0,0,0
2107,92529.75922,438226.6288,6.4,0,0,0
2108,92529.75922,438226.6288,-1.40E-12,0,0,0
2109,92421.55009,438309.1077,16,0,0,0
2110,92424.65867,438306.5905,9.6,0,0,0
2111,92508.59044,438238.6239,16,0,0,0
2112,92511.69902,438236.1066,3.2,0,0,0
2113,92514.80761,438233.5893,19.2,0,0,0
2114,92517.91619,438231.072,19.2,0,0,0
2115,92517.91619,438231.072,12.8,0,0,0
2116,92521.02477,438228.5547,25.6,0,0,0
2117,92524.13336,438226.0375,9.6,0,0,0
2118,92524.13336,438226.0375,-2.60E-12,0,0,0
2119,92412.81564,438311.0337,12.8,0,0,0
2120,92415.92423,438308.5164,16,0,0,0
2121,92415.92423,438308.5164,3.2,0,0,0
2122,92419.03281,438305.9992,9.6,0,0,0
2123,92419.03281,438305.9992,3.2,0,0,0
2124,92422.14139,438303.4819,3.2,0,0,0
2125,92425.24998,438300.9646,9.6,0,0,0
2126,92428.35856,438298.4473,3.2,0,0,0
2127,92506.07316,438235.5153,16,0,0,0
2128,92506.07316,438235.5153,6.4,0,0,0
2129,92509.18174,438232.998,22.4,0,0,0
2130,92518.50749,438225.4462,12.8,0,0,0
2131,92521.61608,438222.9289,25.6,0,0,0
2132,92524.72466,438220.4116,25.6,0,0,0
2133,92524.72466,438220.4116,16,0,0,0
2134,92413.40694,438305.4079,16,0,0,0
2135,92413.40694,438305.4079,-1.45E-12,0,0,0
2136,92416.51553,438302.8906,12.8,0,0,0
2137,92416.51553,438302.8906,9.6,0,0,0
2138,92422.7327,438297.856,19.2,0,0,0
2139,92422.7327,438297.856,16,0,0,0
2140,92422.7327,438297.856,6.4,0,0,0
2141,92422.7327,438297.856,3.22E-12,0,0,0
2142,92425.84128,438295.3387,-9.99E-12,0,0,0
2143,92503.55588,438232.4067,9.6,0,0,0
2144,92509.77304,438227.3721,44.8,0,0,0
2145,92509.77304,438227.3721,-1.36E-12,0,0,0
2146,92515.99021,438222.3376,22.4,0,0,0
2147,92515.99021,438222.3376,-7.91E-12,0,0,0
2148,92519.09879,438219.8203,22.4,0,0,0
2149,92522.20738,438217.303,16,0,0,0
2150,92522.20738,438217.303,6.4,0,0,0
2151,92407.78108,438304.8166,9.6,0,0,0
2152,92410.88966,438302.2993,6.4,0,0,0
2153,92417.10683,438297.2647,16,0,0,0
2154,92420.21541,438294.7474,12.8,0,0,0
2155,92423.324,438292.2302,3.2,0,0,0
2156,92501.03859,438229.2981,19.2,0,0,0
2157,92501.03859,438229.2981,6.4,0,0,0
2158,92510.36435,438221.7463,25.6,0,0,0
2159,92513.47293,438219.229,48,0,0,0
2160,92513.47293,438219.229,-3.80E-12,0,0,0
2161,92516.58151,438216.7117,12.8,0,0,0
2162,92516.58151,438216.7117,9.6,0,0,0
2163,92411.48096,438296.6734,6.4,0,0,0
2164,92414.58955,438294.1561,16,0,0,0
2165,92417.69813,438291.6388,12.8,0,0,0
2166,92420.80672,438289.1216,6.4,0,0,0
2167,92420.80672,438289.1216,7.70E-14,0,0,0
2168,92498.52131,438226.1895,41.6,0,0,0
2169,92498.52131,438226.1895,1.23E-11,0,0,0
2170,92501.6299,438223.6722,48,0,0,0
2171,92501.6299,438223.6722,44.8,0,0,0
2172,92501.6299,438223.6722,22.4,0,0,0
2173,92504.73848,438221.155,44.8,0,0,0
2174,92504.73848,438221.155,19.2,0,0,0
2175,92504.73848,438221.155,6.4,0,0,0
2176,92507.84706,438218.6377,48,0,0,0
2177,92507.84706,438218.6377,19.2,0,0,0
2178,92507.84706,438218.6377,16,0,0,0
2179,92510.95565,438216.1204,51.2,0,0,0
2180,92510.95565,438216.1204,28.8,0,0,0
2181,92514.06423,438213.6031,12.8,0,0,0
2182,92514.06423,438213.6031,3.2,0,0,0
2183,92517.17282,438211.0858,3.2,0,0,0
2184,92517.17282,438211.0858,8.73E-12,0,0,0
2185,92402.74652,438298.5994,9.6,0,0,0
2186,92402.74652,438298.5994,6.4,0,0,0
2187,92405.8551,438296.0821,6.4,0,0,0
2188,92412.07227,438291.0475,3.2,0,0,0
2189,92415.18085,438288.5303,9.6,0,0,0
2190,92418.28943,438286.013,1.35E-11,0,0,0
2191,92496.00403,438223.0809,3.2,0,0,0
2192,92499.11261,438220.5637,16,0,0,0
2193,92499.11261,438220.5637,12.8,0,0,0
2194,92499.11261,438220.5637,9.6,0,0,0
2195,92499.11261,438220.5637,6.4,0,0,0
2196,92499.11261,438220.5637,3.2,0,0,0
2197,92499.11261,438220.5637,-2.56E-12,0,0,0
2198,92502.2212,438218.0464,48,0,0,0
2199,92502.2212,438218.0464,44.8,0,0,0
2200,92502.2212,438218.0464,22.4,0,0,0
2201,92505.32978,438215.5291,54.4,0,0,0
2202,92505.32978,438215.5291,28.8,0,0,0
2203,92505.32978,438215.5291,22.4,0,0,0
2204,92505.32978,438215.5291,9.6,0,0,0
2205,92508.43837,438213.0118,25.6,0,0,0
2206,92511.54695,438210.4945,19.2,0,0,0
2207,92511.54695,438210.4945,12.8,0,0,0
2208,92514.65553,438207.9773,28.8,0,0,0
2209,92514.65553,438207.9773,3.2,0,0,0
2210,92400.22923,438295.4908,3.2,0,0,0
2211,92406.4464,438290.4562,9.6,0,0,0
2212,92406.4464,438290.4562,-8.99E-12,0,0,0
2213,92409.55499,438287.939,16,0,0,0
2214,92493.48675,438219.9724,44.8,0,0,0
2215,92493.48675,438219.9724,38.4,0,0,0
2216,92493.48675,438219.9724,22.4,0,0,0
2217,92493.48675,438219.9724,9.6,0,0,0
2218,92493.48675,438219.9724,6.4,0,0,0
2219,92493.48675,438219.9724,3.2,0,0,0
2220,92496.59533,438217.4551,48,0,0,0
2221,92496.59533,438217.4551,44.8,0,0,0
2222,92496.59533,438217.4551,22.4,0,0,0
2223,92496.59533,438217.4551,12.8,0,0,0
2224,92502.8125,438212.4205,51.2,0,0,0
2225,92502.8125,438212.4205,22.4,0,0,0
2226,92502.8125,438212.4205,12.8,0,0,0
2227,92505.92108,438209.9032,48,0,0,0
2228,92505.92108,438209.9032,6.4,0,0,0
2229,92505.92108,438209.9032,3.2,0,0,0
2230,92403.92912,438287.3477,3.2,0,0,0
2231,92407.0377,438284.8304,9.6,0,0,0
2232,92410.14629,438282.3131,12.8,0,0,0
2233,92410.14629,438282.3131,3.2,0,0,0
2234,92413.25487,438279.7958,16,0,0,0
2235,92413.25487,438279.7958,12.8,0,0,0
2236,92490.96947,438216.8638,48,0,0,0
2237,92490.96947,438216.8638,19.2,0,0,0
2238,92494.07805,438214.3465,9.6,0,0,0
2239,92497.18664,438211.8292,25.6,0,0,0
2240,92497.18664,438211.8292,12.8,0,0,0
2241,92503.4038,438206.7947,32,0,0,0
2242,92503.4038,438206.7947,16,0,0,0
2243,92503.4038,438206.7947,-1.58E-12,0,0,0
2244,92506.51239,438204.2774,54.4,0,0,0
2245,92506.51239,438204.2774,3.2,0,0,0
2246,92509.62097,438201.7601,25.6,0,0,0
2247,92509.62097,438201.7601,16,0,0,0
2248,92398.30325,438286.7564,-8.83E-12,0,0,0
2249,92407.62901,438279.2045,3.2,0,0,0
2250,92410.73759,438276.6872,4.29E-12,0,0,0
2251,92488.45219,438213.7552,38.4,0,0,0
2252,92491.56077,438211.2379,44.8,0,0,0
2253,92491.56077,438211.2379,9.6,0,0,0
2254,92494.66935,438208.7206,3.2,0,0,0
2255,92497.77794,438206.2033,25.6,0,0,0
2256,92497.77794,438206.2033,9.6,0,0,0
2257,92500.88652,438203.6861,8.03E-12,0,0,0
2258,92507.10369,438198.6515,41.6,0,0,0
2259,92507.10369,438198.6515,35.2,0,0,0
2260,92507.10369,438198.6515,19.2,0,0,0
2261,92507.10369,438198.6515,12.8,0,0,0
2262,92507.10369,438198.6515,9.6,0,0,0
2263,92395.78597,438283.6478,12.8,0,0,0
2264,92398.89456,438281.1305,6.4,0,0,0
2265,92402.00314,438278.6132,9.6,0,0,0
2266,92402.00314,438278.6132,3.2,0,0,0
2267,92405.11172,438276.0959,16,0,0,0
2268,92405.11172,438276.0959,12.8,0,0,0
2269,92485.9349,438210.6466,67.2,0,0,0
2270,92485.9349,438210.6466,16,0,0,0
2271,92485.9349,438210.6466,12.8,0,0,0
2272,92489.04349,438208.1293,64,0,0,0
2273,92489.04349,438208.1293,60.8,0,0,0
2274,92489.04349,438208.1293,44.8,0,0,0
2275,92489.04349,438208.1293,22.4,0,0,0
2276,92489.04349,438208.1293,19.2,0,0,0
2277,92489.04349,438208.1293,16,0,0,0
2278,92492.15207,438205.612,25.6,0,0,0
2279,92492.15207,438205.612,16,0,0,0
2280,92492.15207,438205.612,6.4,0,0,0
2281,92495.26066,438203.0948,16,0,0,0
